location,size,total_sqft,bath,price,bhk,Price_Per_sqft
Kadubeesanahalli,2 BHK,1185.0,2.0,55.0,2,4641.350210970464
Shettigere,1 BHK,660.0,1.0,35.0,1,5303.030303030303
Bhoganhalli,2 BHK,1205.0,2.0,68.32,2,5669.709543568464
Akshaya Nagar,3 BHK,1421.0,2.0,73.0,3,5137.227304714989
Whitefield,1 BHK,524.0,1.0,29.0,1,5534.3511450381675
Rachenahalli,2 BHK,985.0,2.0,50.17,2,5093.401015228426
Byrasandra,2 BHK,1140.0,2.0,60.0,2,5263.1578947368425
Devanahalli,2 BHK,1360.0,2.0,62.425,2,4590.073529411765
Electronic City,4 Bedroom,1800.0,3.0,700.0,4,38888.88888888889
Dasarahalli,2 BHK,1333.0,2.0,86.65,2,6500.375093773443
Electronic City,2 BHK,1258.0,2.0,85.5,2,6796.502384737679
Dodda Nekkundi Extension,3 BHK,1458.0,2.0,87.0,3,5967.078189300411
Electronic City,2 BHK,1386.0,2.0,85.0,2,6132.7561327561325
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
 Electronic City,1 RK,550.0,1.0,27.0,1,4909.090909090909
Lakshminarayana Pura,2 BHK,1200.0,2.0,83.0,2,6916.666666666667
Whitefield,4 BHK,2135.0,3.0,149.0,4,6978.922716627635
Whitefield,4 Bedroom,2500.0,4.0,100.0,4,4000.0
Pampa Extension,2 BHK,1178.0,2.0,80.0,2,6791.171477079796
 Devarachikkanahalli,2 BHK,991.0,2.0,40.0,2,4036.326942482341
Gottigere,3 BHK,1493.0,2.0,90.0,3,6028.131279303416
Subramanyapura,3 BHK,2495.0,3.0,130.0,3,5210.420841683367
Dasanapura,2 BHK,814.0,2.0,53.0,2,6511.056511056511
Electronic City,2 BHK,1025.0,2.0,50.0,2,4878.048780487805
Whitefield,4 BHK,3075.0,2.0,188.0,4,6113.821138211382
Whitefield,3 BHK,1760.0,3.0,160.0,3,9090.90909090909
Hanumanth Nagar,2 BHK,1175.0,2.0,52.86,2,4498.723404255319
Hebbal,4 BHK,4235.0,5.0,364.0,4,8595.04132231405
KR Puram,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
6th Phase JP Nagar,3 BHK,1810.0,3.0,131.0,3,7237.5690607734805
Sector 7 HSR Layout,3 BHK,2400.0,2.0,195.0,3,8125.0
Kalyan nagar,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
Electronic City Phase II,1 BHK,650.0,1.0,35.0,1,5384.615384615385
Billekahalli,2 BHK,1360.0,2.0,110.0,2,8088.235294117647
Yeshwanthpur,1 BHK,674.0,1.0,36.85,1,5467.359050445104
Whitefield,3 BHK,1655.0,3.0,110.0,3,6646.525679758308
Kaverappa Layout,2 BHK,1277.0,2.0,92.0,2,7204.385277995301
Budigere,2 BHK,1153.0,2.0,60.0,2,5203.816131830009
KR Puram,5 BHK,3300.0,3.0,255.0,5,7727.272727272727
Old Madras Road,4 BHK,3715.0,6.0,212.5,4,5720.053835800808
8th Phase JP Nagar,2 BHK,1160.0,2.0,95.0,2,8189.6551724137935
Brookefield,2 BHK,1225.0,2.0,72.0,2,5877.551020408163
Benson Town,4 Bedroom,5000.0,5.0,950.0,4,19000.0
Nagappa Reddy Layout,3 BHK,1350.0,3.0,60.0,3,4444.444444444444
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307.692307692308
Channasandra,2 BHK,830.0,2.0,36.28,2,4371.084337349397
Hennur Road,2 BHK,1155.0,2.0,69.18,2,5989.6103896103905
Sarakki Nagar,4 BHK,3126.0,5.0,345.0,4,11036.468330134358
Jalahalli,2 BHK,905.0,2.0,55.0,2,6077.348066298343
Vijayanagar,3 BHK,1375.0,2.0,75.0,3,5454.545454545455
Kannamangala,2 BHK,957.0,2.0,55.0,2,5747.126436781609
9th Phase JP Nagar,2 BHK,890.0,2.0,45.0,2,5056.179775280899
KR Puram,4 BHK,3000.0,4.0,235.0,4,7833.333333333333
Bendiganahalli,5 Bedroom,2400.0,5.0,150.0,5,6250.0
Rachenahalli,2 BHK,925.0,2.0,37.0,2,4000.0
Kammasandra,2 BHK,1415.0,2.0,60.0,2,4240.282685512368
Thanisandra,2 BHK,1225.0,2.0,37.0,2,3020.408163265306
Whitefield,1 BHK,840.0,1.0,57.0,1,6785.714285714285
Thanisandra,3 BHK,1732.0,3.0,112.0,3,6466.512702078522
Bhoganhalli,2 BHK,1260.0,2.0,69.9,2,5547.619047619049
Kachanayakanahalli,2 BHK,827.0,2.0,34.0,2,4111.24546553809
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,3999.2700729927005
Whitefield,3 BHK,1725.0,3.0,106.0,3,6144.927536231884
Kanakpura Road,2 BHK,700.0,2.0,34.0,2,4857.142857142857
Shanthi Pura,2 BHK,800.0,2.0,32.0,2,4000.0
Rajaji Nagar,3 BHK,2367.0,4.0,340.0,3,14364.17405999155
Sonnenahalli,3 BHK,1415.0,2.0,65.0,3,4593.639575971732
7th Phase JP Nagar,3 BHK,1976.0,3.0,145.0,3,7338.056680161943
Yelahanka,1 BHK,700.0,1.0,38.0,1,5428.571428571428
Sarjapur,3 BHK,1445.0,3.0,50.0,3,3460.2076124567475
Battarahalli,3 BHK,2082.0,3.0,104.0,3,4995.1969260326605
Thanisandra,2 BHK,933.0,2.0,66.0,2,7073.954983922829
Rajaji Nagar,3 BHK,1555.0,3.0,125.0,3,8038.585209003216
Bellandur,3 BHK,1420.0,3.0,62.0,3,4366.197183098591
Devanahalli,1 BHK,658.0,1.0,26.91,1,4089.665653495441
Bhoganhalli,2 BHK,896.9,2.0,78.74,2,8779.128107927305
KR Puram,2 BHK,1035.0,2.0,40.0,2,3864.7342995169083
Whitefield,4 Bedroom,2064.0,5.0,225.0,4,10901.162790697674
Keshava Nagar,3 BHK,1839.0,3.0,160.0,3,8700.380641653072
Yelahanka New Town,1 BHK,488.0,1.0,20.0,1,4098.360655737705
Gunjur Palya,2 BHK,993.0,2.0,42.0,2,4229.607250755287
Hoodi,2 BHK,1225.0,2.0,45.0,2,3673.469387755102
Sompura,2 BHK,825.0,2.0,32.0,2,3878.787878787879
Electronic City Phase II,3 BHK,1800.0,3.0,92.0,3,5111.111111111111
Kanakpura Road,2 BHK,1167.0,2.0,63.0,2,5398.457583547558
Byatarayanapura,1 BHK,650.0,1.0,50.0,1,7692.307692307692
Sarjapur  Road,1 BHK,675.0,1.0,27.0,1,4000.0
Anwar Layout,1 BHK,720.0,1.0,32.39,1,4498.611111111111
Whitefield,3 Bedroom,4800.0,4.0,600.0,3,12500.0
Uttarahalli,3 BHK,1330.0,2.0,58.0,3,4360.902255639097
Banashankari,3 BHK,1770.0,3.0,108.0,3,6101.6949152542375
Prithvi Layout,3 BHK,2100.0,3.0,125.0,3,5952.380952380952
Kanakpura Road,3 BHK,1419.59,2.0,65.0,3,4578.786832817927
Kannamangala,3 BHK,1536.0,3.0,107.0,3,6966.145833333333
Koramangala,3 BHK,1710.0,3.0,210.0,3,12280.701754385966
JP Nagar,3 BHK,2400.0,3.0,196.0,3,8166.666666666667
Electronic City,2 BHK,1342.0,2.0,72.0,2,5365.126676602086
Kanakapura,1 BHK,938.0,1.0,50.0,1,5330.490405117271
Budigere,3 BHK,1820.0,3.0,99.0,3,5439.56043956044
Bhoganhalli,4 BHK,2439.0,4.0,170.0,4,6970.069700697007
Kanakpura Road,3 BHK,1665.0,3.0,78.0,3,4684.684684684685
Bommanahalli,2 BHK,1091.0,2.0,40.0,2,3666.3611365719526
Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2,5500.0
Rajaji Nagar,3 BHK,1720.0,3.0,224.0,3,13023.255813953489
Brookefield,4 Bedroom,3675.0,4.0,176.0,4,4789.115646258503
Hebbal,2 BHK,1299.0,2.0,97.0,2,7467.282525019245
Yelahanka,3 BHK,1491.0,3.0,85.0,3,5700.871898054997
Doctors Layout,2 BHK,1125.0,2.0,55.0,2,4888.888888888889
Electronic City,3 BHK,1275.0,3.0,70.0,3,5490.196078431372
Sarjapur  Road,5 Bedroom,10000.0,4.0,975.0,5,9750.0
Old Madras Road,2 BHK,1330.0,2.0,74.0,2,5563.909774436091
Electronic City,2 BHK,770.0,1.0,38.0,2,4935.064935064935
Sarjapur  Road,4 BHK,3930.0,5.0,330.0,4,8396.946564885497
Harlur,4 BHK,2569.0,4.0,175.0,4,6811.989100817439
Bhoganhalli,3 BHK,1707.0,3.0,115.0,3,6736.965436438196
Tumkur Road,3 BHK,1240.0,2.0,83.0,3,6693.548387096775
JP Nagar,2 BHK,1300.0,2.0,91.65,2,7050.0
Ambalipura,2 BHK,1700.0,2.0,76.0,2,4470.588235294118
Yeshwanthpur,3 BHK,1383.0,2.0,76.18,3,5508.315256688359
Thigalarapalya,3 BHK,2072.0,4.0,151.0,3,7287.644787644787
KR Puram,2 BHK,1116.0,2.0,45.0,2,4032.2580645161293
Whitefield,3 BHK,1639.0,3.0,107.0,3,6528.370957901159
Thanisandra,1 BHK,933.0,1.0,61.0,1,6538.049303322615
Hosur Road,3 BHK,2289.0,3.0,180.0,3,7863.695937090432
Horamavu Agara,2 BHK,1080.0,2.0,38.0,2,3518.5185185185187
Vishwapriya Layout,2 BHK,910.0,2.0,36.0,2,3956.043956043956
Hormavu,2 Bedroom,1200.0,2.0,73.0,2,6083.333333333333
Electronic City,2 BHK,1110.0,2.0,39.9,2,3594.5945945945946
Hormavu,3 Bedroom,1800.0,3.0,204.0,3,11333.333333333334
AECS Layout,2 BHK,1005.0,2.0,55.0,2,5472.636815920398
Electronic City,2 BHK,660.0,1.0,23.0,2,3484.848484848485
Electronic City,3 BHK,1644.0,3.0,92.59,3,5631.995133819952
1st Phase JP Nagar,2 BHK,1205.0,2.0,85.0,2,7053.941908713693
Raja Rajeshwari Nagar,2 BHK,1270.0,2.0,62.0,2,4881.889763779527
Jigani,3 BHK,1221.0,3.0,70.0,3,5733.005733005733
Hoysalanagar,3 BHK,840.0,2.0,35.0,3,4166.666666666667
Kanakpura Road,2 BHK,1339.0,2.0,63.0,2,4705.003734129948
Haralur Road,2 BHK,1315.0,2.0,85.0,2,6463.878326996198
Bisuvanahalli,2 BHK,850.0,2.0,27.0,2,3176.470588235294
7th Phase JP Nagar,3 BHK,1600.0,2.0,110.0,3,6875.0
Electronic City,2 BHK,1250.0,2.0,62.0,2,4960.0
Motappa Layout,3 BHK,1312.0,2.0,56.5,3,4306.40243902439
Kadugodi,4 BHK,3000.0,4.0,134.0,4,4466.666666666667
Electronic City Phase II,2 BHK,1300.0,2.0,28.0,2,2153.846153846154
Ambedkar Nagar,4 Bedroom,5000.0,4.0,536.0,4,10720.0
Kadugodi,3 BHK,1614.0,2.0,59.0,3,3655.5142503097895
Basava Nagar,3 BHK,1182.0,2.0,60.1,3,5084.602368866328
Avalahalli,2 BHK,1053.0,2.0,46.29,2,4396.011396011396
Gubbalala,3 BHK,2000.0,3.0,125.0,3,6250.0
Electronic City Phase II,3 BHK,1940.0,4.0,116.0,3,5979.381443298969
Hennur Road,3 BHK,1590.0,3.0,105.0,3,6603.773584905661
Raja Rajeshwari Nagar,3 BHK,1260.0,2.0,62.0,3,4920.6349206349205
Thanisandra,3 BHK,1702.0,3.0,107.0,3,6286.721504112808
Bisuvanahalli,3 BHK,1080.0,2.0,65.0,3,6018.518518518518
Tumkur Road,2 BHK,1035.0,2.0,39.0,2,3768.1159420289855
Hennur Road,2 BHK,1200.0,2.0,36.0,2,3000.0
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307.692307692308
Yelahanka,2 BHK,1330.0,2.0,93.65,2,7041.353383458647
Kaggalipura,3 BHK,1210.0,2.0,65.0,3,5371.900826446281
Kaval Byrasandra,3 BHK,1900.0,2.0,65.0,3,3421.0526315789475
Ambedkar Nagar,3 BHK,1935.0,4.0,125.0,3,6459.948320413437
Doddanakundi Industrial Area 2,3 BHK,1410.0,3.0,90.0,3,6382.978723404255
Narayanapura,2 BHK,1469.0,2.0,99.14,2,6748.8087134104835
Varthur,2 BHK,986.0,2.0,30.0,2,3042.5963488843813
RBI Layout,3 BHK,1460.0,2.0,87.0,3,5958.904109589041
Chandapura,3 BHK,1345.0,2.0,39.5,3,2936.8029739776953
Panathur,2 BHK,980.0,2.0,57.0,2,5816.326530612245
Kudlu Gate,2 BHK,1164.0,2.0,75.0,2,6443.298969072165
Subramanyapura,2 BHK,929.0,1.0,51.0,2,5489.773950484392
Budigere,2 BHK,1172.0,2.0,56.725,2,4840.017064846416
Gunjur,3 BHK,1362.0,3.0,62.63,3,4598.384728340676
Yeshwanthpur,1 BHK,672.0,1.0,36.85,1,5483.630952380952
Brookefield,3 BHK,1746.0,3.0,115.0,3,6586.483390607102
Harlur,2 BHK,1532.0,2.0,65.0,2,4242.819843342037
Ganga Nagar,2 BHK,1250.0,2.0,65.0,2,5200.0
Thanisandra,2 BHK,1188.0,2.0,39.0,2,3282.8282828282827
Whitefield,4 Bedroom,3565.0,4.0,218.0,4,6115.007012622721
Marathahalli,2 BHK,1170.0,2.0,85.0,2,7264.957264957265
Kasturi Nagar,4 BHK,2507.0,4.0,155.0,4,6182.688472277623
Babusapalaya,2 BHK,1061.0,2.0,34.0,2,3204.5240339302545
Sarjapur,3 BHK,1333.0,3.0,50.0,3,3750.9377344336085
Thanisandra,1 BHK,747.0,1.0,34.355,1,4599.062918340026
Thanisandra,3 BHK,2030.0,4.0,125.0,3,6157.635467980295
Balagere,2 BHK,1012.0,2.0,70.0,2,6916.99604743083
7th Phase JP Nagar,3 BHK,1765.0,3.0,118.0,3,6685.552407932011
Gottigere,2 BHK,1110.0,2.0,36.25,2,3265.765765765766
Sarjapur,2 BHK,1044.0,2.0,36.0,2,3448.2758620689656
Brookefield,3 BHK,1518.0,3.0,80.0,3,5270.092226613966
KR Puram,3 BHK,1300.0,2.0,57.0,3,4384.615384615385
Seetharampalya,3 BHK,1798.0,3.0,73.0,3,4060.066740823137
KR Puram,2 BHK,866.28,2.0,36.38,2,4199.565960197628
Whitefield,4 BHK,3410.0,5.0,253.0,4,7419.354838709677
Singasandra,2 BHK,1179.0,2.0,56.0,2,4749.787955894826
5th Phase JP Nagar,2 BHK,1190.0,2.0,61.8,2,5193.27731092437
Jakkur,3 BHK,1761.0,3.0,84.52,3,4799.545712663259
Electronic City,2 BHK,1128.0,2.0,64.8,2,5744.68085106383
Shauhardha Layout,1 BHK,509.0,1.0,20.0,1,3929.2730844793714
Ambedkar Nagar,3 BHK,1852.0,4.0,122.0,3,6587.473002159827
Varthur,2 BHK,1045.0,2.0,40.65,2,3889.9521531100477
Kaverappa Layout,4 BHK,3535.0,4.0,215.0,4,6082.036775106082
Omkar Nagar,4 BHK,1800.0,3.0,82.0,4,4555.555555555556
Balagere,1 BHK,645.0,1.0,55.0,1,8527.131782945737
Bhoopsandra,3 BHK,2050.0,3.0,135.0,3,6585.365853658536
Sarjapur  Road,2 BHK,1335.0,2.0,95.0,2,7116.104868913858
Thanisandra,2 BHK,1140.0,2.0,59.0,2,5175.438596491228
Hosakerehalli,3 BHK,2376.0,3.0,240.0,3,10101.0101010101
Thanisandra,1 BHK,663.0,1.0,46.0,1,6938.15987933635
Kanakpura Road,3 BHK,1450.0,3.0,60.9,3,4200.0
Malleshwaram,3 BHK,2200.0,3.0,275.0,3,12500.0
Green Glen Layout,3 BHK,1740.0,3.0,80.0,3,4597.701149425287
Sarjapur  Road,3 BHK,1525.0,2.0,63.0,3,4131.147540983607
Hebbal,4 BHK,2470.0,5.0,192.0,4,7773.27935222672
Hormavu,2 BHK,1250.0,2.0,65.0,2,5200.0
Kothanur,2 BHK,1400.0,2.0,70.0,2,5000.0
Ittamadu,3 BHK,1600.0,3.0,100.0,3,6250.0
Electronic City,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
Kanakpura Road,2 BHK,1296.0,2.0,105.0,2,8101.851851851852
Karuna Nagar,3 BHK,1945.0,3.0,115.0,3,5912.596401028278
3rd Block Koramangala,3 BHK,2100.0,3.0,270.0,3,12857.142857142857
2nd Phase JP Nagar,2 BHK,850.0,2.0,42.5,2,5000.0
Subramanyapura,3 BHK,1880.0,3.0,110.0,3,5851.063829787234
Kenchenahalli,2 BHK,1060.0,2.0,52.0,2,4905.66037735849
Hennur Road,3 BHK,2041.0,3.0,138.0,3,6761.391474767271
LB Shastri Nagar,2 BHK,1184.0,2.0,62.0,2,5236.486486486487
Thanisandra,3 BHK,1411.0,3.0,100.0,3,7087.172218284904
Thanisandra,3 BHK,1702.0,3.0,120.0,3,7050.5287896592245
Yelahanka,2 BHK,1185.0,2.0,45.0,2,3797.46835443038
Kanakpura Road,3 BHK,1300.0,3.0,64.0,3,4923.076923076923
Lavakusha Nagar,3 BHK,1545.0,3.0,65.0,3,4207.119741100324
6th Phase JP Nagar,3 BHK,1515.0,2.0,135.0,3,8910.89108910891
Jigani,3 BHK,1300.0,3.0,55.0,3,4230.7692307692305
Old Madras Road,3 BHK,1720.0,3.0,106.0,3,6162.790697674419
Kuvempu Nagar,3 BHK,1540.0,3.0,150.0,3,9740.25974025974
Electronic City,1 BHK,710.0,1.0,40.42,1,5692.957746478874
Sri Balaji Krupa Layout,4 Bedroom,3200.0,4.0,270.0,4,8437.5
Bannerghatta Road,2 BHK,1250.0,2.0,48.0,2,3840.0
Hegde Nagar,3 BHK,1584.01,3.0,104.0,3,6565.615116066187
Kaggadasapura,3 BHK,1485.0,2.0,70.0,3,4713.804713804714
Hennur Road,3 BHK,1100.0,2.0,78.0,3,7090.909090909091
Hennur Road,4 Bedroom,1880.0,4.0,154.0,4,8191.489361702128
Bannerghatta Road,3 BHK,1640.0,3.0,105.0,3,6402.4390243902435
Basavanapura,2 BHK,1165.0,2.0,65.0,2,5579.399141630901
Kengeri Satellite Town,2 BHK,1110.0,2.0,43.0,2,3873.873873873874
St. John's Road,4 BHK,4000.0,4.0,630.0,4,15750.0
Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650.162337662337
Sarjapur  Road,3 BHK,1222.0,2.0,68.0,3,5564.648117839607
Yelahanka,3 BHK,1517.0,3.0,71.28,3,4698.7475280158205
Electronic City,2 BHK,870.0,2.0,24.0,2,2758.6206896551726
Whitefield,3 BHK,1345.0,3.0,58.0,3,4312.267657992565
EPIP Zone,4 BHK,3800.0,5.0,170.0,4,4473.684210526316
EPIP Zone,2 BHK,1810.0,2.0,65.0,2,3591.160220994475
Thanisandra,2 BHK,1185.0,2.0,45.0,2,3797.46835443038
Pattandur Agrahara,2 BHK,1350.0,2.0,68.0,2,5037.037037037037
Budigere,3 BHK,1590.0,3.0,76.16,3,4789.937106918239
Kengeri Satellite Town,2 BHK,1170.0,2.0,50.0,2,4273.504273504273
Sarjapur  Road,4 BHK,3420.0,4.0,225.0,4,6578.9473684210525
Hulimavu,3 BHK,1320.0,2.0,65.0,3,4924.242424242424
Bhoganhalli,3 BHK,1610.0,3.0,84.53,3,5250.310559006211
Frazer Town,3 BHK,1870.0,3.0,180.0,3,9625.668449197861
Sarjapur  Road,3 BHK,1510.0,2.0,110.0,3,7284.76821192053
Mahadevpura,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
Indira Nagar,2 BHK,1149.0,2.0,130.0,2,11314.186248912098
Thanisandra,4 BHK,1948.0,4.0,129.0,4,6622.17659137577
Sarjapur  Road,2 BHK,1242.0,2.0,78.0,2,6280.193236714976
Sonnenahalli,2 BHK,1268.0,2.0,58.0,2,4574.132492113565
Ramamurthy Nagar,2 BHK,1101.0,2.0,50.0,2,4541.326067211626
Kallumantapa,2 BHK,1255.0,2.0,65.0,2,5179.282868525896
Sarjapur  Road,3 BHK,984.0,3.0,140.0,3,14227.642276422765
Hosa Road,2 BHK,1089.0,2.0,32.67,2,3000.0
Kaggalipura,2 BHK,950.0,2.0,45.0,2,4736.8421052631575
HBR Layout,2 BHK,1068.0,2.0,43.0,2,4026.2172284644193
Yelahanka New Town,2 BHK,860.0,1.0,31.0,2,3604.6511627906975
Yelahanka,3 BHK,1756.0,3.0,66.73,3,3800.113895216401
Whitefield,2 BHK,1205.0,2.0,41.0,2,3402.4896265560164
Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
Hormavu,3 BHK,1604.0,3.0,68.0,3,4239.401496259352
Old Airport Road,4 BHK,2732.0,4.0,204.0,4,7467.0571010248905
Chandapura,2 BHK,1015.0,2.0,25.88,2,2549.753694581281
Yelahanka,2 BHK,1050.0,2.0,33.1,2,3152.3809523809523
Mysore Road,3 BHK,1248.52,3.0,115.0,3,9210.90571236344
Bannerghatta Road,3 BHK,1656.0,2.0,62.93,3,3800.1207729468597
Naganathapura,3 BHK,1451.0,3.0,68.0,3,4686.423156443831
JP Nagar,2 BHK,1250.0,2.0,93.0,2,7440.0
Meenakunte,3 Bedroom,4395.0,3.0,240.0,3,5460.750853242321
Hebbal,4 BHK,4600.0,6.0,650.0,4,14130.434782608696
Sonnenahalli,3 BHK,1340.0,2.0,42.0,3,3134.3283582089553
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,38.5,2,3500.0
 Devarachikkanahalli,3 BHK,1700.0,3.0,71.0,3,4176.470588235294
KR Puram,2 BHK,1096.0,2.0,43.0,2,3923.3576642335765
Nehru Nagar,3 BHK,1269.0,2.0,63.0,3,4964.5390070921985
Panathur,3 BHK,1586.0,3.0,125.0,3,7881.462799495586
Rajaji Nagar,2 BHK,1376.0,2.0,124.0,2,9011.627906976744
Kanakpura Road,3 BHK,1452.0,3.0,56.5,3,3891.184573002755
Hosa Road,3 BHK,1538.0,3.0,107.0,3,6957.087126137842
Hosur Road,3 BHK,1427.0,2.0,130.0,3,9110.021023125439
Ashwath Nagar,2 BHK,1220.0,2.0,65.0,2,5327.868852459016
Harlur,2 BHK,1197.0,2.0,77.0,2,6432.748538011696
Thanisandra,3 BHK,1573.0,3.0,90.0,3,5721.551176096631
Dodda Nekkundi,2 BHK,1135.0,2.0,58.0,2,5110.132158590309
Avalahalli,3 BHK,2045.0,3.0,108.0,3,5281.173594132029
Sonnenahalli,2 BHK,1268.0,2.0,56.0,2,4416.403785488959
Yelahanka,3 BHK,1600.0,3.0,100.0,3,6250.0
Thanisandra,2 BHK,1056.0,2.0,70.0,2,6628.787878787879
KR Puram,2 BHK,1204.0,2.0,58.0,2,4817.275747508305
Tejaswini Nagar,3 BHK,1410.0,2.0,54.0,3,3829.7872340425533
Hennur Road,2 BHK,1460.0,2.0,80.3,2,5500.0
Govindapura,2 BHK,1310.0,2.0,88.0,2,6717.557251908397
Sector 2 HSR Layout,3 BHK,1600.0,3.0,90.0,3,5625.0
Sarjapur  Road,3 BHK,1665.0,3.0,74.93,3,4500.3003003003005
Singasandra,2 BHK,1416.0,2.0,67.0,2,4731.6384180790965
Jigani,3 BHK,1231.0,3.0,58.0,3,4711.6165718927705
Yelahanka,3 BHK,1664.0,3.0,73.95,3,4444.110576923077
Rajiv Nagar,2 BHK,972.0,2.0,43.0,2,4423.868312757201
Balagere,2 BHK,1007.0,2.0,68.0,2,6752.730883813307
Whitefield,2 BHK,1250.0,2.0,85.0,2,6800.0
Horamavu Agara,2 BHK,994.0,2.0,42.28,2,4253.521126760564
Thanisandra,2 BHK,1220.0,2.0,46.0,2,3770.4918032786886
Hennur Gardens,2 BHK,1441.0,2.0,115.0,2,7980.569049271339
Old Madras Road,2 BHK,1157.0,2.0,47.32,2,4089.887640449438
Thigalarapalya,2 BHK,1400.0,2.0,105.0,2,7500.0
Kadabagere,2 BHK,675.0,2.0,13.5,2,2000.0
Kanakpura Road,2 BHK,1430.0,2.0,78.0,2,5454.545454545455
Old Madras Road,3 BHK,2640.0,5.0,150.0,3,5681.818181818182
Hennur Road,3 BHK,1570.0,3.0,75.99,3,4840.127388535031
Sonnenahalli,2 BHK,1011.0,2.0,59.0,2,5835.806132542038
7th Phase JP Nagar,3 BHK,1450.0,2.0,102.0,3,7034.482758620689
Sarjapur  Road,2 BHK,1129.0,2.0,69.0,2,6111.603188662533
Sarjapura - Attibele Road,2 BHK,1126.0,2.0,36.0,2,3197.158081705151
Sarjapur  Road,3 BHK,1180.0,2.0,45.0,3,3813.5593220338983
Hennur Road,3 BHK,1933.0,3.0,140.0,3,7242.628039317124
Anwar Layout,1 BHK,610.0,1.0,28.0,1,4590.163934426229
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999.230769230769
Dodda Nekkundi Extension,3 BHK,1864.0,3.0,120.0,3,6437.768240343347
Bellandur,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
GM Palaya,3 BHK,1735.0,3.0,70.0,3,4034.5821325648417
BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3,9828.57142857143
Jalahalli,3 BHK,1470.0,2.0,102.0,3,6938.775510204082
Singapura Village,2 BHK,985.0,2.0,45.0,2,4568.527918781726
Whitefield,2 BHK,1277.0,2.0,77.0,2,6029.757243539546
Nallurhalli,2 BHK,1100.0,2.0,62.0,2,5636.363636363636
Whitefield,3 BHK,1820.0,3.0,140.0,3,7692.307692307692
Banashankari,3 BHK,1886.0,3.0,205.0,3,10869.565217391304
Jakkur,3 BHK,1880.0,4.0,110.0,3,5851.063829787234
Hennur,2 BHK,1255.0,2.0,52.35,2,4171.314741035857
Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2,2887.8048780487807
Whitefield,4 Bedroom,3453.0,4.0,247.0,4,7153.200115841298
Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3,7567.5675675675675
Kodihalli,4 BHK,3522.0,5.0,716.0,4,20329.358319136853
Jalahalli,2 BHK,1244.0,2.0,88.0,2,7073.954983922829
Kengeri Satellite Town,2 BHK,1025.0,2.0,28.57,2,2787.317073170732
Sarjapur  Road,2 BHK,1034.0,2.0,38.0,2,3675.0483558994197
Kengeri Satellite Town,3 BHK,1191.0,2.0,33.34,3,2799.3282955499585
Kasavanhalli,3 BHK,1719.0,3.0,71.0,3,4130.308318789994
Hosa Road,3 BHK,1470.0,2.0,84.22,3,5729.251700680272
Harlur,3 BHK,1752.12,3.0,125.0,3,7134.214551514737
Old Madras Road,3 BHK,2990.0,3.0,170.0,3,5685.61872909699
Bannerghatta Road,3 BHK,1660.0,3.0,85.0,3,5120.481927710844
Electronic City,3 BHK,1275.0,3.0,63.43,3,4974.901960784314
Banashankari Stage VI,3 BHK,1392.0,3.0,69.46,3,4989.942528735632
Whitefield,2 BHK,1245.0,2.0,59.76,2,4800.0
Yeshwanthpur,2 BHK,1162.0,2.0,64.08,2,5514.629948364888
Singasandra,3 BHK,1476.0,2.0,73.0,3,4945.79945799458
Jigani,2 BHK,943.0,2.0,48.0,2,5090.1378579003185
Sarjapur  Road,2 BHK,1113.0,2.0,44.5,2,3998.2030548068283
Varthur,3 BHK,1615.0,3.0,69.43,3,4299.071207430341
Keshava Nagar,2 BHK,1279.0,2.0,100.0,2,7818.608287724785
Sompura,3 BHK,1350.0,3.0,65.0,3,4814.814814814815
Rajaji Nagar,2 BHK,1357.0,2.0,123.0,2,9064.112011790714
Ardendale,3 BHK,1777.26,3.0,92.0,3,5176.507657855351
Bisuvanahalli,2 BHK,845.0,2.0,32.0,2,3786.98224852071
Varthur,2 BHK,1210.0,2.0,64.15,2,5301.652892561984
Sarjapur  Road,3 BHK,1879.0,3.0,155.0,3,8249.068653539116
Hosur Road,3 BHK,1250.0,2.0,50.0,3,4000.0
Marathahalli,3 BHK,1108.0,2.0,60.0,3,5415.162454873646
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3,6482.281763180639
Ramamurthy Nagar Extension,2 BHK,1185.0,2.0,42.66,2,3600.0
Green Glen Layout,3 BHK,1751.0,3.0,115.0,3,6567.6756139348945
Bannerghatta Road,3 BHK,1880.0,3.0,96.5,3,5132.978723404255
